LAB,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,染料_2,濃度_2,染料_3,濃度_3,染料_4,濃度_4,布號,標記,標準色片,單色光,revised,abort
L177NN154,5.8,4.52,4.11,3.86,3.7,3.56,3.43,3.33,3.24,3.17,3.14,3.14,3.19,3.35,3.68,4.18,5.13,6.83,9.45,12.84,16.91,21.18,24.66,27.19,29.37,32.1,36.45,40.91,48.12,53.01,58.59,34.47,34.73,21.03,40.6,31.19,432,1.2,F4U-7,1.083,264-1,0.059,,,FVF2929,,,FVF2429,0,0
L177NN176,34.35,37.01,40.06,42.42,43.59,43.89,42.25,39.54,35.79,32.11,28.85,25.65,22.89,20.28,17.97,15.75,13.71,11.91,10.51,9.4,8.38,7.56,7.04,6.96,7.14,7.63,8.13,8.47,8.7,9.07,10.14,49.07,-6.09,-36.08,36.59,260.43,F6J,0.185,F6C-5,0.89,,,,,FVF3032,,,FVF2666,0,0
L177NN177,21.13,21.29,21.68,21.65,20.91,19.26,17.62,15.84,13.49,11.14,9.13,7.4,6.07,5.02,4.23,3.55,3.07,2.72,2.45,2.3,2.19,2.16,2.19,2.34,2.66,3.62,5.74,8.4,15.13,21.11,29.15,27.22,9.76,-38.89,40.1,284.09,227-1,0.037000000000000005,F51-5,0.23,F6J,1.68,,,FVF3032,*,,FVF2666,0,0
L177NN178,14.03,12.74,12.07,11.88,12.25,13.44,15.75,19.03,23.83,26.4,25.12,22.59,19.89,17.16,14.63,12.14,10.04,8.23,6.79,5.67,4.71,3.95,3.45,3.09,2.87,2.75,2.65,2.62,2.55,2.69,3.0,42.31,-33.33,-7.0,34.06,191.87,322-6,0.192,261-8,0.732,F6C-5,3.1,,,FVF3032,,,FVF2666,0,0
L177NN179,20.3,20.05,20.19,19.58,18.58,17.07,15.19,13.44,11.55,9.78,8.36,7.14,6.2,5.41,4.8,4.26,3.78,3.38,3.06,2.86,2.68,2.6,2.58,2.68,2.93,3.36,4.29,5.37,8.25,11.35,16.37,27.56,7.35,-33.85,34.64,282.24,244-4,0.44,F6B-6,2.06,F6J,0.32,,,FVF3032,*,,FVF2666,0,0
L177NN180,16.97,15.63,15.3,15.05,14.85,14.5,14.42,14.16,13.03,11.36,9.69,8.1,6.85,5.8,4.96,4.21,3.66,3.21,2.87,2.67,2.5,2.44,2.44,2.52,2.66,2.98,3.59,4.37,6.7,9.39,14.02,27.92,-0.89,-28.68,28.7,268.23,227-1,0.068,244-4,0.147,F6B-6,2.95,,,FVF3032,*,,FVF2666,0,0
L177NN182,8.92,6.49,5.53,4.94,4.89,5.07,5.71,6.78,8.77,10.79,12.35,14.53,18.74,26.64,37.99,51.44,61.35,66.32,69.31,71.31,72.81,74.15,75.16,76.04,77.06,78.29,79.64,80.7,82.09,82.89,83.85,73.57,23.84,74.93,78.63,72.35,322-6,0.52,228-1,0.011,F24-3,0.28,,,FVF3032,*,,FVF2666,0,0
L177NN183,4.97,3.24,2.75,2.57,2.52,2.64,3.06,3.72,5.08,5.85,5.85,5.73,5.7,5.87,6.44,7.68,9.9,14.15,20.46,28.13,36.91,45.78,53.13,59.2,63.7,66.97,70.14,72.33,74.56,75.65,77.5,47.87,44.63,46.31,64.31,46.06,322-6,1.35,F4X-9,0.75,F4U-7,0.2,,,FVF3032,,,FVF2666,0,0
L177NN200,9.85,7.63,6.32,4.98,3.88,3.14,2.66,2.4,2.23,2.11,2.07,2.06,2.1,2.2,2.39,2.71,3.31,4.94,8.41,14.58,24.73,37.78,50.39,62.51,71.87,77.18,81.38,82.87,83.83,83.73,85.67,39.78,57.98,30.54,65.53,27.77,F24-3,0.629,F4S-5,3.35,F4U-7,0.07,,,FVF3032,*,,FVF2666,0,0
L177NN201,12.06,9.68,8.02,6.43,5.26,4.53,4.14,4.1,4.24,4.43,4.67,5.01,5.85,7.17,8.93,11.49,15.27,22.5,33.48,47.03,60.55,68.71,72.05,73.8,74.91,75.48,76.91,77.69,78.45,78.88,80.02,55.8,51.34,49.3,71.18,43.84,223-3,0.14800000000000002,F24-3,0.49,F4X-9,0.71,,,FVF3032,,,FVF2666,0,0
L177NN202,22.32,20.47,19.62,19.02,18.74,18.44,18.42,18.51,18.66,18.79,18.88,18.95,19.03,18.97,18.91,18.89,18.8,18.46,17.88,17.53,17.42,17.41,17.31,17.31,17.69,19.44,23.16,27.17,34.97,41.4,50.24,50.14,-0.97,-0.45,1.06,204.99,228-1,0.195,244-4,0.1,264-1,0.165,,,FVF3032,*,,FVF2666,0,0
L177NN204,36.57,35.71,34.62,34.11,33.73,33.32,33.36,33.52,33.7,33.92,34.15,34.35,34.64,34.87,35.03,35.35,35.61,35.52,35.07,34.67,34.51,34.59,34.52,34.48,34.95,37.24,41.95,47.03,55.41,61.03,67.55,65.68,0.31,1.56,1.59,78.67,228-1,0.052000000000000005,244-4,0.027000000000000003,264-1,0.0354,,,FVF3032,*,,FVF2666,0,0
L177NN205,39.11,38.73,38.01,37.84,37.7,37.42,37.53,37.77,37.96,38.11,38.15,38.08,37.88,37.41,36.72,36.13,35.5,34.35,33.15,32.37,32.07,32.02,31.86,31.83,32.29,34.63,39.38,44.51,53.16,59.28,66.53,66.2,-3.47,-2.82,4.47,219.04,228-1,0.039,244-4,0.015,264-1,0.044,,,FVF3032,*,,FVF2666,0,0
L177NN206,56.76,59.34,60.24,60.08,58.72,56.8,54.36,52.19,49.66,46.68,43.21,39.55,36.27,32.89,29.87,27.5,25.7,23.55,21.54,20.42,20.26,20.25,19.67,18.86,18.97,21.19,26.77,33.23,46.32,56.11,67.62,61.81,-3.25,-30.07,30.24,263.82,142,0.01,162,0.215,,,,,FVF3032,*,,FVF2666,0,0
L177NN209,6.99,4.71,3.87,3.7,3.73,4.05,4.96,6.78,10.8,15.71,19.09,21.62,23.95,26.67,29.74,33.4,37.23,40.97,44.51,47.51,50.17,52.56,54.05,55.02,56.38,59.07,63.42,67.55,73.28,76.58,79.98,65.0,13.82,61.48,63.01,77.33,322-6,0.753,432,0.287,264-1,0.0063,,,FVF3032,*,,FVF2666,0,0
L177NN210,33.77,32.23,30.89,30.38,30.3,30.4,31.85,33.87,36.25,38.64,40.77,43.14,45.69,48.34,50.78,53.1,54.85,55.38,55.47,55.6,55.78,56.22,56.28,56.3,57.03,59.53,64.09,68.52,74.71,78.39,82.1,76.22,1.66,21.78,21.84,85.63,227-1,0.0124,228-1,0.0588,264-1,0.0068,,,FVF3032,*,,FVF2666,0,0
L177NN211,7.93,5.81,4.85,4.3,4.01,3.79,3.71,3.74,3.91,4.17,4.52,4.85,5.31,5.97,7.02,8.68,11.24,15.18,19.98,24.12,27.22,29.12,29.92,30.51,31.43,33.65,38.07,42.7,50.45,55.86,62.51,43.14,30.66,33.14,45.15,47.23,432,1.263,F4X-9,0.61,264-1,0.049,,,FVF3032,*,,FVF2666,0,0
L177NN212,6.69,4.71,3.92,3.47,3.36,3.41,3.69,4.26,5.32,6.32,7.1,8.16,10.33,13.93,18.18,22.84,28.22,36.86,48.9,61.43,71.57,77.02,79.35,80.72,81.71,82.33,83.09,83.44,83.77,83.95,84.69,63.65,42.76,68.51,80.76,58.03,322-6,0.743,F24-3,0.46,F4X-9,0.172,,,FVF3032,*,,FVF2666,0,0
L177NN213,5.23,3.58,3.0,2.9,2.93,3.21,4.03,5.95,10.71,16.79,19.7,20.44,20.32,19.46,17.74,15.44,13.14,11.05,9.3,7.89,6.58,5.52,4.69,4.1,3.72,3.45,3.23,3.13,2.98,3.03,3.33,42.69,-37.79,26.47,46.13,144.99,322-6,1.17,F24-3,0.061,261-8,2.137,,,FVF3032,*,,FVF2666,0,0
L177NN215,28.05,28.91,29.79,30.08,29.3,27.28,24.84,22.38,19.49,16.66,14.19,11.93,10.17,8.6,7.35,6.22,5.31,4.54,4.02,3.71,3.43,3.31,3.29,3.63,4.33,6.05,9.34,13.06,21.12,27.87,36.8,34.41,6.64,-40.23,40.77,279.37,227-1,0.01,F51-5,0.075,F6J,0.968,,,FVF3032,*,,FVF2666,0,0
L177NN219,61.56,64.3,65.71,67.16,68.02,68.43,68.73,68.75,68.25,67.51,66.5,64.79,62.87,61.42,59.98,58.33,56.87,55.76,54.55,53.71,53.69,53.77,53.39,52.5,52.66,55.48,61.69,67.76,75.75,80.93,85.82,81.41,-3.36,-7.75,8.45,246.55,142,0.008,162,0.03,,,,,FVF4244,,,FVF2184,0,0
L177NN220,55.67,55.61,51.94,49.96,49.29,46.64,50.35,56.09,57.76,57.47,56.96,55.31,53.67,54.57,56.3,56.49,56.12,60.95,69.25,76.82,81.47,83.41,84.14,84.48,84.67,85.24,85.92,85.54,85.08,86.65,88.4,83.4,12.4,11.19,16.7,42.06,122,0.0297,142,0.0396,,,,,FVF4244,,,FVF2184,0,0
L177NN224,29.78,29.12,28.12,27.7,27.89,28.46,32.64,38.13,44.04,47.6,46.7,43.51,39.61,35.45,31.47,27.58,24.05,20.9,18.19,15.89,13.7,11.77,10.19,9.06,8.26,7.7,7.24,7.03,6.78,6.88,7.76,59.37,-32.97,-7.52,33.81,192.86,227-1,0.07200000000000001,261-8,1.213,,,,,FVF2184,*,,FVF2184,0,0
L177NN225,64.23,64.64,60.72,58.87,58.45,55.81,60.09,66.9,70.07,70.28,70.16,68.97,67.62,68.36,69.79,69.97,69.67,73.35,79.47,84.62,87.68,89.05,89.6,89.83,89.92,90.18,90.5,90.7,90.91,90.94,91.11,89.03,6.54,11.21,12.98,59.75,122,0.019,142,0.0163,,,,,FVF2184,*,,FVF2184,0,0
L177NN239,8.02,5.51,4.58,4.22,4.23,4.54,5.27,6.69,9.52,12.76,15.28,17.6,20.04,23.02,26.48,30.66,34.99,39.41,43.82,47.65,51.08,54.16,56.25,57.66,59.22,61.83,65.83,69.65,74.85,77.92,81.22,63.67,19.71,59.1,62.3,71.56,322-6,0.654,432,0.564,264-1,0.0088,,,FVF4844,*,,FVF2184,0,0
L177NN244,45.08,43.53,41.56,40.02,38.69,37.26,37.24,37.3,37.01,36.0,34.62,33.34,32.51,31.83,31.48,31.6,32.01,32.03,31.91,31.69,31.56,31.62,31.51,31.44,31.86,34.04,38.45,43.18,51.36,57.19,64.3,63.91,2.21,-7.23,7.56,286.99,227-1,0.019,244-4,0.102,264-1,0.084,,,FVF4341,*,,FVF2429,0,0
L177NN245,59.8,62.25,63.0,63.03,61.52,58.64,56.01,53.61,49.91,47.15,45.62,43.21,40.97,41.2,42.64,42.52,41.83,45.44,52.12,57.6,60.94,62.48,61.75,60.65,60.59,62.77,68.46,74.98,82.65,83.21,85.75,75.22,17.01,-8.95,19.22,332.24,122,0.0007,142,0.077,162,0.0138,,,FVG7087,,,FVF2666,0,0
L177NN253,41.21,43.37,45.61,45.91,44.39,41.25,37.18,33.37,29.2,25.34,22.03,19.03,16.75,14.58,12.71,11.17,10.0,8.88,7.95,7.43,7.08,6.98,7.0,7.69,9.42,12.74,18.24,23.9,34.88,43.29,53.41,44.15,7.68,-42.21,42.9,280.31,227-1,0.002,F51-5,0.14300000000000002,F6J,0.498,,,FVF4244,*,,FVF2184,0,0
L178NF008,56.47,55.11,50.3,47.75,46.9,43.82,47.67,53.85,55.59,54.94,53.73,51.43,49.24,48.57,48.22,47.12,45.94,46.28,46.95,47.27,47.64,47.95,47.21,46.14,46.24,49.1,55.79,62.68,73.14,79.09,84.69,75.19,-2.29,-0.41,2.32,190.26,122,0.041,142,0.044,162,0.047,,,FVF3931,,,FVF2429,0,0
L178NN002,56.56,58.58,59.0,59.57,60.12,60.89,63.17,65.79,68.21,69.66,69.84,69.62,68.84,67.78,66.45,64.95,63.24,61.39,59.48,57.59,55.5,53.44,51.45,49.8,48.58,47.87,47.22,47.0,46.71,46.78,49.12,83.33,-10.69,0.25,10.69,178.66,227-1,0.0019,261-8,0.0197,,,,,FVF3032,,,FVF2666,0,0
L178NN004,61.4,59.92,56.06,53.37,52.68,49.5,53.47,60.5,62.87,62.49,61.59,59.7,57.67,57.36,57.74,57.22,56.44,57.62,59.92,61.17,62.08,62.55,61.85,60.72,60.76,63.06,68.66,75.27,83.9,85.23,88.24,81.37,0.23,3.97,3.98,86.64,122,0.0235,142,0.023,162,0.0143,,,FVG7087,,,FVF2666,0,0
L178NN005,54.49,52.86,47.66,45.17,44.35,41.33,45.41,52.11,54.74,54.26,53.41,51.37,49.39,49.34,49.73,49.18,48.52,50.02,52.68,54.32,55.31,55.91,55.4,54.4,54.36,56.81,62.8,68.91,76.98,81.12,84.93,76.97,1.23,4.96,5.11,76.05,122,0.044,142,0.0435,162,0.0257,,,FVF5073,,,FVF2184,0,0
L178NN006,19.9,17.38,15.92,15.22,14.93,14.96,15.44,16.06,17.18,18.32,19.39,20.62,21.95,23.28,24.4,25.44,25.99,25.9,25.43,25.14,25.03,25.13,25.09,25.13,25.59,27.72,32.02,36.61,44.39,49.97,56.84,55.68,0.29,15.4,15.4,88.92,228-9,0.395,244-4,0.026,264-1,0.119,,,FVF5073,,,FVF2184,0,0
L178NN007,47.59,50.29,52.17,53.3,53.42,52.69,51.36,49.6,46.99,44.16,41.21,38.08,35.19,32.27,29.58,26.88,24.24,21.77,19.89,18.51,17.21,16.1,15.57,16.12,17.94,21.21,25.44,29.02,33.2,35.57,39.03,60.25,-7.27,-28.26,29.18,255.57,F6J,0.155,,,,,,,FVF4000,,,FVF2184,0,0
L178NN009,14.65,12.22,10.89,10.46,10.38,10.53,11.97,14.13,16.94,19.7,22.05,24.5,27.26,30.4,33.68,37.21,40.39,42.69,44.31,45.42,46.44,47.48,47.88,48.32,49.11,51.66,56.29,60.94,67.9,72.27,76.9,66.17,8.27,41.56,42.37,78.75,227-1,0.187,228-1,0.388,264-1,0.023,,,FVF4844,,,FVF2184,0,0
L178NN011,37.34,36.3,35.09,34.52,34.09,33.72,33.73,33.89,34.11,34.36,34.63,34.84,35.18,35.46,35.68,36.07,36.41,36.31,35.98,35.69,35.52,35.62,35.55,35.6,36.18,38.62,43.37,48.37,56.62,62.3,69.0,66.25,0.66,2.0,2.1,71.8,228-1,0.0609,244-4,0.0315,264-1,0.0416,,,FVF2666,,,FVF2666,0,0
L178NN012,4.99,3.32,2.76,2.6,2.66,2.96,3.86,5.81,10.66,16.83,19.81,20.63,20.65,19.88,18.1,15.7,13.27,11.08,9.28,7.82,6.51,5.41,4.55,3.98,3.62,3.35,3.13,3.03,2.91,3.0,3.37,42.85,-38.83,27.67,47.68,144.52,322-6,1.22,F24-3,0.075,261-8,2.39,,,FVF2666,,,FVF2666,0,0
L178NN014,21.46,20.91,20.78,19.24,17.32,15.03,12.6,10.61,8.78,7.19,5.96,5.06,4.53,4.02,3.66,3.54,3.61,3.61,3.58,3.68,4.09,4.99,5.76,6.32,6.95,7.9,9.47,11.24,15.31,19.25,25.28,26.68,19.32,-31.39,36.86,301.61,F4U-7,0.269,F51-5,1.69,F6B-6,1.2,,,FVF2666,*,,FVF2666,0,0
L178NN019,9.84,7.2,6.09,5.42,5.29,5.39,5.86,6.85,8.63,10.34,11.86,14.07,18.56,27.14,39.55,54.47,66.11,72.33,75.84,78.22,79.9,81.21,82.27,83.02,83.7,84.5,85.25,85.78,86.58,87.01,87.52,75.67,26.28,77.55,81.88,71.28,322-6,0.43,228-1,0.008,F24-3,0.295,,,FVF2666,,,FVF2666,0,0
L178NN020,6.36,4.32,3.68,3.44,3.53,3.87,4.85,6.78,10.8,15.3,18.32,20.84,23.48,26.46,29.77,33.6,37.38,40.97,44.21,46.83,49.07,51.19,52.43,53.18,54.3,56.8,61.17,65.48,71.78,75.52,79.49,64.66,13.12,61.69,63.07,78.0,322-6,0.804,432,0.349,264-1,0.01,,,FVF2666,,,FVF2666,0,0
L178NN021,32.52,30.7,29.35,28.96,28.95,29.13,30.55,32.51,34.7,36.96,39.08,41.41,43.99,46.62,49.08,51.5,53.21,53.89,53.95,54.11,54.34,54.69,54.82,54.86,55.6,58.04,62.56,67.05,73.5,77.49,81.7,75.24,1.95,22.09,22.18,84.95,227-1,0.0147,228-1,0.081,264-1,0.01,,,FVF2666,,,FVF2666,0,0
L178NN022,7.68,5.62,4.7,4.13,3.78,3.56,3.47,3.47,3.6,3.81,4.1,4.37,4.75,5.37,6.32,7.86,10.22,13.82,17.99,21.34,23.73,25.13,25.63,25.96,26.7,28.64,32.69,37.01,44.51,49.91,56.84,40.81,28.57,30.51,41.8,46.89,432,1.31,F4X-9,0.855,264-1,0.094,,,FVF2666,,,FVF2666,0,0
L178NN024,8.47,7.13,6.29,4.95,3.92,3.21,2.81,2.66,2.64,2.76,3.19,3.82,5.69,10.15,17.31,26.2,34.33,42.4,50.8,57.95,63.44,67.17,69.46,71.23,72.75,74.25,75.71,76.77,77.93,78.61,79.92,62.27,41.22,68.07,79.58,58.8,228-1,0.163,F24-3,1.4,,,,,FVF2666,,,FVF2666,0,0
L178NN025,6.27,4.16,3.34,2.96,2.86,2.87,3.02,3.2,3.44,3.52,3.43,3.37,3.44,3.7,4.32,5.59,8.05,13.3,21.98,32.71,43.43,50.14,52.82,54.02,55.0,56.35,59.69,62.71,66.63,68.87,72.67,46.87,49.48,45.5,67.22,42.6,322-6,0.875,F4X-9,2.15,264-1,0.0125,,,FVF2666,,,FVF2666,0,0
L178NN026,10.24,8.9,7.78,6.03,4.7,3.78,3.22,2.93,2.83,2.85,3.05,3.44,4.39,6.17,8.54,11.56,15.6,22.71,33.35,45.61,57.28,64.64,68.03,69.78,70.63,70.85,71.0,71.34,71.26,71.26,73.0,54.55,50.96,51.37,72.36,45.23,F24-3,1.17,F4X-9,0.72,,,,,FVF2666,,,FVF2666,0,0
L178NN028,50.44,48.39,44.03,40.99,40.02,36.6,39.45,44.65,45.22,43.76,42.53,40.32,38.18,38.14,39.13,38.69,38.05,40.17,44.22,47.0,48.67,49.39,48.71,47.48,47.45,49.83,56.16,64.45,76.33,79.33,84.91,70.96,6.59,1.31,6.72,11.27,122,0.05,142,0.097,162,0.037000000000000005,,,FVG7087,,,FVF2666,0,0
L178NN031,53.45,50.94,45.0,42.09,41.09,37.85,42.26,49.42,51.64,51.14,50.07,47.67,45.44,45.52,46.04,45.42,44.73,46.74,50.06,52.09,53.33,53.92,53.21,51.95,51.94,54.85,61.72,68.69,78.24,83.36,87.97,75.02,2.51,5.1,5.68,63.83,122,0.053,142,0.057,162,0.03,,,FVS4989,,,FVF2666,0,0
L178NN035,9.28,7.54,6.66,5.14,3.96,3.21,2.75,2.52,2.44,2.42,2.55,2.74,3.29,4.3,5.54,6.97,8.91,12.8,19.5,29.54,43.83,59.61,72.43,82.09,87.75,89.54,90.73,90.45,89.5,88.51,89.31,49.7,58.69,46.71,75.01,38.51,F24-3,1.29,F4S-5,0.93,,,,,FVF2666,*,,FVF2666,0,0
L178NN046,24.81,24.97,25.29,24.7,23.55,21.72,19.51,17.27,14.78,12.37,10.16,8.5,7.47,6.37,5.38,4.93,4.81,4.63,4.26,4.2,4.47,5.26,5.84,6.36,6.94,7.84,9.4,11.09,15.08,18.9,24.73,31.73,13.55,-35.68,38.16,290.79,227-1,0.016,F51-5,1.62,F6B-6,1.48,,,FVF2429,,,FVF2429,0,0
L178NN060,25.17,24.12,23.21,22.51,21.87,20.99,20.64,20.17,18.83,16.91,14.95,13.05,11.53,10.2,9.09,8.1,7.29,6.52,5.92,5.56,5.23,5.1,5.08,5.23,5.51,6.13,7.35,8.77,12.54,16.5,22.88,36.77,-1.62,-27.59,27.63,266.63,227-1,0.085,244-4,0.3,F6B-6,3.2,,,FVF5036,,,FVF2184,0,0
L178NN064,4.94,3.24,2.94,2.81,2.77,2.83,3.07,3.5,4.69,5.95,6.36,6.6,6.82,7.23,7.85,9.08,11.02,14.37,19.13,25.15,32.61,41.44,50.21,58.7,66.03,71.94,76.44,79.36,82.55,84.11,85.54,47.83,41.59,45.61,61.73,47.64,322-6,1.854,432,0.762,F4U-7,0.515,,,FVF2184,,,FVF2184,0,0
L178NN088,13.71,12.29,11.67,11.36,11.5,11.97,13.35,15.18,17.74,19.83,20.78,20.99,20.93,20.19,18.99,17.31,15.36,13.31,11.46,9.88,8.37,7.09,6.07,5.35,4.89,4.56,4.31,4.2,4.05,4.13,4.59,45.68,-26.22,3.9,26.51,171.55,228-9,0.4,327,0.17,261-8,2.8,,,FVF4999,*,,FVF2666,0,0
L178NN090,43.12,41.32,36.96,34.85,34.17,31.68,35.27,40.98,42.86,42.42,41.25,39.16,37.15,36.37,35.78,34.58,33.32,33.21,33.12,33.1,33.14,33.32,32.67,31.76,31.91,34.4,40.45,47.12,58.46,66.0,73.91,66.17,-4.7,-1.02,4.81,192.25,122,0.095,142,0.094,162,0.126,,,FVF4999,,,FVF2666,0,0
L178NN092,58.73,60.78,59.66,59.18,58.95,57.25,60.3,64.18,64.95,64.37,63.63,61.96,60.36,60.3,60.24,59.44,58.72,59.64,60.89,61.52,62.05,62.35,61.77,60.79,60.77,63.21,68.44,73.13,78.59,82.02,85.27,82.39,-0.08,0.62,0.62,96.99,122,0.01,142,0.016,162,0.0125,,,FVF4999,,,FVF2666,0,0
L178NN095,55.0,58.2,59.84,60.83,60.91,59.97,58.38,56.5,53.74,50.9,48.11,45.07,42.6,40.55,38.58,36.52,34.95,34.45,34.08,33.48,32.98,33.62,35.35,38.56,42.65,47.99,54.74,60.54,68.52,73.31,77.86,69.35,2.67,-19.8,19.98,277.69,F6J,0.0275,,,,,,,FVF4999,,,FVF2666,0,0
L178NN097,57.0,58.27,57.33,55.92,54.1,51.03,49.59,48.41,45.65,43.31,41.61,39.17,37.09,36.41,36.02,34.99,33.88,34.18,34.68,34.92,35.16,35.21,34.69,33.76,33.89,36.53,42.92,49.9,61.65,69.43,77.6,67.36,4.45,-16.21,16.81,285.33,122,0.006,142,0.112,162,0.103,,,FVF4999,,,FVF2666,0,0
L178NN098,42.91,42.11,40.2,38.21,35.84,33.36,31.0,29.29,27.58,26.05,24.82,23.93,23.8,23.94,24.68,26.38,29.12,33.15,37.81,41.87,45.0,47.04,47.79,48.1,48.87,51.18,55.51,59.72,65.82,70.01,74.39,63.41,22.29,-1.56,22.35,355.99,228-1,0.018000000000000002,244-4,0.308,264-1,0.02,,,FVF4999,,,FVF2666,0,0
L178NN099,22.45,20.85,19.97,19.37,19.03,18.68,18.54,18.5,18.48,18.45,18.29,18.13,17.95,17.62,17.35,17.16,16.87,16.42,15.81,15.42,15.3,15.29,15.2,15.22,15.61,17.39,20.99,24.79,31.55,36.64,43.23,48.29,-1.43,-3.92,4.17,250.02,228-1,0.295,244-4,0.195,264-1,0.35,,,FVF4999,*,,FVF2666,0,0
L178NN102,18.78,16.66,15.59,15.11,14.95,14.87,15.09,15.48,16.12,16.8,17.45,18.17,18.81,19.15,19.28,19.32,19.16,18.51,17.7,17.18,16.99,17.01,16.96,17.03,17.47,19.32,23.23,27.55,35.5,41.47,49.0,49.68,-3.03,6.02,6.73,116.7,228-1,0.35,244-4,0.043,264-1,0.18,,,FVF5350,,,FVF2184,0,0
L178NN104,6.21,4.5,3.93,3.7,3.77,4.07,5.11,7.54,13.67,21.01,22.4,21.12,18.78,16.36,14.18,12.1,10.32,8.83,7.67,6.82,6.1,5.55,5.24,5.17,5.33,5.83,6.49,6.99,7.47,7.9,9.01,41.05,-35.65,18.07,39.97,153.12,322-6,1.25,F6C-5,1.15,F6B-7,0.88,,,FVF5350,,,FVF2184,0,0
L178NN107,29.72,29.78,30.01,29.95,29.56,28.33,27.19,25.64,22.93,19.83,16.95,14.28,12.05,10.16,8.69,7.33,6.22,5.34,4.74,4.4,4.08,3.92,3.88,4.09,4.73,6.11,8.72,11.67,18.25,24.07,31.98,36.98,2.02,-38.22,38.27,273.02,227-1,0.026,F6J,0.68,F6B-6,0.58,,,FVF5350,,,FVF2184,0,0
L178NN109,21.38,20.65,20.28,18.89,17.0,14.73,12.39,10.45,8.68,7.18,5.99,5.16,4.69,4.24,3.99,3.85,3.9,3.89,3.84,3.9,4.24,4.77,5.22,5.65,6.15,6.98,8.46,10.13,14.31,18.51,25.01,26.97,17.32,-30.28,34.89,299.77,F4U-7,0.36,F51-5,0.85,F6B-6,1.28,,,FVF5350,,,FVF2184,0,0
L178NN111,9.08,6.88,5.72,4.56,3.69,3.11,2.75,2.57,2.45,2.38,2.34,2.32,2.35,2.43,2.57,2.75,3.29,4.48,7.29,12.8,22.76,36.69,50.5,63.24,72.54,77.47,80.97,82.01,82.46,82.23,84.03,39.36,57.32,30.28,64.83,27.84,F24-3,0.75,F4S-5,2.95,F4U-7,0.08199999999999999,,,FVF5350,,,FVF2184,0,0
L178NN115,8.31,6.03,5.22,4.64,4.35,4.19,4.14,4.21,4.45,4.8,5.21,5.59,6.09,6.72,7.63,9.0,10.95,13.8,17.53,21.6,25.88,29.93,32.9,34.86,36.65,39.29,43.64,48.24,55.81,61.05,67.07,43.37,31.32,31.26,44.25,44.94,432,1.245,F4U-7,0.29,264-1,0.033,,,FVF5350,,,FVF2184,0,0
L178NN131,9.6,7.63,6.47,4.98,3.96,3.33,2.93,2.73,2.62,2.55,2.54,2.57,2.67,2.86,3.17,3.57,4.48,6.72,11.32,19.25,31.73,47.01,60.96,73.21,81.39,85.08,87.4,87.28,86.47,86.21,88.15,43.73,59.67,36.1,69.74,31.17,F24-3,1.17,F4S-5,3.0,F4U-7,0.026,,,FVF5216,*,,FVF2184,0,0
L178NN132,5.65,4.0,3.42,3.31,3.37,3.72,4.58,6.87,12.77,19.5,20.66,18.83,16.42,14.09,12.03,10.17,8.64,7.34,6.35,5.66,5.11,4.78,4.58,4.53,4.6,4.85,5.32,5.79,6.77,7.77,9.66,38.41,-35.13,16.05,38.62,155.44,322-6,1.46,261-8,0.733,F6B-6,1.485,,,FVF5216,,,FVF2184,0,0
L178UA002,34.68,33.59,32.24,31.82,31.75,31.82,32.59,33.85,35.21,36.42,37.35,38.03,38.24,37.99,37.07,35.97,34.64,32.89,31.32,30.38,30.03,29.98,29.88,29.87,30.62,33.05,37.58,42.33,50.05,55.63,62.51,65.34,-7.46,2.2,7.78,163.59,227-1,0.0093,228-1,0.114,264-1,0.108,,,FVF5132,,,FVF2184,0,0
L179LU116,41.58,38.85,33.11,30.36,29.28,26.35,29.37,34.04,34.71,33.28,32.02,29.78,27.87,27.98,28.56,28.11,27.56,29.52,33.15,35.52,36.94,37.56,36.89,35.7,35.74,38.66,46.08,54.27,67.62,75.37,82.33,62.81,7.05,1.12,7.14,9.04,122,0.11,142,0.19,162,0.078,,,FVF4848,,,FVF2429,0,0
L179LU117,40.86,39.11,34.37,31.85,30.82,28.04,30.61,34.52,34.92,33.58,32.45,30.46,28.7,28.82,29.41,29.04,28.61,30.56,34.24,36.76,38.26,38.85,38.22,37.19,37.23,39.9,46.68,54.0,65.59,72.95,79.91,63.6,7.63,0.82,7.68,6.1,122,0.076,142,0.163,162,0.055,,,FVF4999,,,FVF2666,0,0
L179NF011,9.25,6.79,5.77,5.11,4.97,5.06,5.49,6.35,7.86,9.22,10.3,11.84,14.77,19.5,24.95,30.81,37.22,46.52,58.29,69.85,78.77,83.23,84.96,85.86,86.28,86.54,86.76,86.85,86.82,86.83,87.03,68.57,38.19,67.48,77.54,60.49,322-6,0.54,F24-3,0.35,F4X-9,0.13,,,FVF4398,,,FVF2666,0,0
